	community	roi	community_id	commmunity_id
635	SomMotB	S2_19	S2_19	3
636	SomMotB	S2_20	S2_20	3
637	SomMotB	S2_21	S2_21	3
638	SomMotB	S2_22	S2_22	3
639	SomMotB	S2_23	S2_23	3
640	SomMotB	S2_24	S2_24	3
641	SomMotB	S2_25	S2_25	3
642	SomMotB	S2_26	S2_26	3
643	SomMotB	S2_27	S2_27	3
644	SomMotB	S2_28	S2_28	3
645	SomMotB	S2_29	S2_29	3
646	SomMotB	S2_30	S2_30	3
647	SomMotB	S2_31	S2_31	3
648	SomMotB	S2_32	S2_32	3
649	SomMotB	S2_33	S2_33	3
650	SomMotB	S2_34	S2_34	3
651	SomMotB	S2_35	S2_35	3
652	SomMotB	S2_36	S2_36	3
653	SomMotB	S2_37	S2_37	3
654	SomMotB	S2_38	S2_38	3
655	SomMotB	S2_39	S2_39	3
656	SomMotB	S2_40	S2_40	3
657	SomMotB	S2_41	S2_41	3
658	SomMotB	S2_42	S2_42	3
659	DorsAttnA	SPL_1	SPL_1	4
660	DorsAttnA	SPL_2	SPL_2	4
661	DorsAttnA	SPL_3	SPL_3	4
662	DorsAttnA	SPL_4	SPL_4	4
663	DorsAttnA	SPL_5	SPL_5	4
664	DorsAttnA	SPL_6	SPL_6	4
665	DorsAttnA	SPL_7	SPL_7	4
666	DorsAttnA	SPL_8	SPL_8	4
667	DorsAttnA	SPL_9	SPL_9	4
668	DorsAttnA	SPL_10	SPL_10	4
669	DorsAttnA	SPL_11	SPL_11	4
670	DorsAttnA	SPL_12	SPL_12	4
671	DorsAttnA	SPL_13	SPL_13	4
672	DorsAttnA	SPL_14	SPL_14	4
673	DorsAttnA	SPL_15	SPL_15	4
674	DorsAttnA	SPL_16	SPL_16	4
675	DorsAttnA	SPL_17	SPL_17	4
676	DorsAttnA	SPL_18	SPL_18	4
677	DorsAttnA	SPL_19	SPL_19	4
678	DorsAttnA	SPL_20	SPL_20	4
679	DorsAttnA	SPL_21	SPL_21	4
680	DorsAttnA	SPL_22	SPL_22	4
681	DorsAttnA	SPL_23	SPL_23	4
682	DorsAttnA	SPL_24	SPL_24	4
683	DorsAttnA	SPL_25	SPL_25	4
684	DorsAttnA	SPL_26	SPL_26	4
685	DorsAttnA	SPL_27	SPL_27	4
686	DorsAttnA	SPL_28	SPL_28	4
687	DorsAttnA	SPL_29	SPL_29	4
688	DorsAttnA	SPL_30	SPL_30	4
689	DorsAttnA	SPL_31	SPL_31	4
690	DorsAttnA	SPL_32	SPL_32	4
691	DorsAttnA	SPL_33	SPL_33	4
692	DorsAttnA	SPL_34	SPL_34	4
693	DorsAttnB	TempOcc_1	TempOcc_1	5
694	DorsAttnB	TempOcc_2	TempOcc_2	5
695	DorsAttnB	PostC_1	PostC_1	5
696	DorsAttnB	PostC_2	PostC_2	5
697	DorsAttnB	PostC_3	PostC_3	5
698	DorsAttnB	PostC_4	PostC_4	5
699	DorsAttnB	PostC_5	PostC_5	5
700	DorsAttnB	PostC_6	PostC_6	5
701	DorsAttnB	PostC_7	PostC_7	5
702	DorsAttnB	PostC_8	PostC_8	5
703	DorsAttnB	PostC_9	PostC_9	5
704	DorsAttnB	PostC_10	PostC_10	5
705	DorsAttnB	PostC_11	PostC_11	5
706	DorsAttnB	PostC_12	PostC_12	5
707	DorsAttnB	PostC_13	PostC_13	5
708	DorsAttnB	PostC_14	PostC_14	5
709	DorsAttnB	PostC_15	PostC_15	5
710	DorsAttnB	PostC_16	PostC_16	5
711	DorsAttnB	PostC_17	PostC_17	5
712	DorsAttnB	PostC_18	PostC_18	5
713	DorsAttnB	PostC_19	PostC_19	5
714	DorsAttnB	PostC_20	PostC_20	5
715	DorsAttnB	FEF_1	FEF_1	5
716	DorsAttnB	FEF_2	FEF_2	5
717	DorsAttnB	FEF_3	FEF_3	5
718	DorsAttnB	FEF_4	FEF_4	5
719	DorsAttnB	FEF_5	FEF_5	5
720	DorsAttnB	FEF_6	FEF_6	5
721	DorsAttnB	PrCv_1	PrCv_1	5
722	SalVentAttnA	ParOper_1	ParOper_1	6
723	SalVentAttnA	ParOper_2	ParOper_2	6
724	SalVentAttnA	ParOper_3	ParOper_3	6
725	SalVentAttnA	ParOper_4	ParOper_4	6
726	SalVentAttnA	ParOper_5	ParOper_5	6
727	SalVentAttnA	ParOper_6	ParOper_6	6
728	SalVentAttnA	ParOper_7	ParOper_7	6
729	SalVentAttnA	ParOper_8	ParOper_8	6
730	SalVentAttnA	ParOper_9	ParOper_9	6
731	SalVentAttnA	ParOper_10	ParOper_10	6
732	SalVentAttnA	PrC_1	PrC_1	6
733	SalVentAttnA	PrC_2	PrC_2	6
734	SalVentAttnA	Ins_1	Ins_1	6
735	SalVentAttnA	Ins_2	Ins_2	6
736	SalVentAttnA	Ins_3	Ins_3	6
737	SalVentAttnA	Ins_4	Ins_4	6
738	SalVentAttnA	Ins_5	Ins_5	6
739	SalVentAttnA	Ins_6	Ins_6	6
740	SalVentAttnA	Ins_7	Ins_7	6
741	SalVentAttnA	Ins_8	Ins_8	6
742	SalVentAttnA	Ins_9	Ins_9	6
743	SalVentAttnA	Ins_10	Ins_10	6
744	SalVentAttnA	Ins_11	Ins_11	6
745	SalVentAttnA	Ins_12	Ins_12	6
746	SalVentAttnA	Ins_13	Ins_13	6
747	SalVentAttnA	Ins_14	Ins_14	6
748	SalVentAttnA	Ins_15	Ins_15	6
749	SalVentAttnA	Ins_16	Ins_16	6
750	SalVentAttnA	Ins_17	Ins_17	6
751	SalVentAttnA	FrMed_1	FrMed_1	6
752	SalVentAttnA	FrMed_2	FrMed_2	6
753	SalVentAttnA	FrMed_3	FrMed_3	6
754	SalVentAttnA	FrMed_4	FrMed_4	6
755	SalVentAttnA	FrMed_5	FrMed_5	6
756	SalVentAttnA	FrMed_6	FrMed_6	6
757	SalVentAttnA	FrMed_7	FrMed_7	6
758	SalVentAttnA	FrMed_8	FrMed_8	6
759	SalVentAttnA	FrMed_9	FrMed_9	6
760	SalVentAttnA	FrMed_10	FrMed_10	6
761	SalVentAttnA	FrMed_11	FrMed_11	6
762	SalVentAttnA	FrMed_12	FrMed_12	6
763	SalVentAttnA	FrMed_13	FrMed_13	6
764	SalVentAttnA	FrMed_14	FrMed_14	6
765	SalVentAttnA	FrMed_15	FrMed_15	6
766	SalVentAttnA	FrMed_16	FrMed_16	6
767	SalVentAttnA	FrMed_17	FrMed_17	6
768	SalVentAttnA	FrMed_18	FrMed_18	6
769	SalVentAttnA	FrMed_19	FrMed_19	6
770	SalVentAttnA	FrMed_20	FrMed_20	6
771	SalVentAttnA	FrMed_21	FrMed_21	6
772	SalVentAttnB	IPL_1	IPL_1	7
773	SalVentAttnB	IPL_2	IPL_2	7
774	SalVentAttnB	IPL_3	IPL_3	7
775	SalVentAttnB	PFCl_1	PFCl_1	7
776	SalVentAttnB	PFCl_2	PFCl_2	7
777	SalVentAttnB	PFCl_3	PFCl_3	7
778	SalVentAttnB	PFCl_4	PFCl_4	7
779	SalVentAttnB	PFCl_5	PFCl_5	7
780	SalVentAttnB	PFCl_6	PFCl_6	7
781	SalVentAttnB	PFCl_7	PFCl_7	7
782	SalVentAttnB	PFCl_8	PFCl_8	7
783	SalVentAttnB	PFCv_1	PFCv_1	7
784	SalVentAttnB	PFCv_2	PFCv_2	7
785	SalVentAttnB	PFCv_3	PFCv_3	7
786	SalVentAttnB	PFCv_4	PFCv_4	7
787	SalVentAttnB	PFCv_5	PFCv_5	7
788	SalVentAttnB	PFCv_6	PFCv_6	7
789	SalVentAttnB	PFCv_7	PFCv_7	7
790	SalVentAttnB	PFCv_8	PFCv_8	7
791	SalVentAttnB	PFCv_9	PFCv_9	7
792	SalVentAttnB	PFCmp_1	PFCmp_1	7
793	SalVentAttnB	PFCmp_2	PFCmp_2	7
794	SalVentAttnB	PFCmp_3	PFCmp_3	7
795	SalVentAttnB	PFCmp_4	PFCmp_4	7
796	SalVentAttnB	PFCmp_5	PFCmp_5	7
797	SalVentAttnB	PFCmp_6	PFCmp_6	7
798	Limbic	OFC_1	OFC_1	8
799	Limbic	OFC_2	OFC_2	8
800	Limbic	OFC_3	OFC_3	8
801	Limbic	OFC_4	OFC_4	8
802	Limbic	OFC_5	OFC_5	8
803	Limbic	OFC_6	OFC_6	8
804	Limbic	OFC_7	OFC_7	8
805	Limbic	OFC_8	OFC_8	8
806	Limbic	OFC_9	OFC_9	8
807	Limbic	OFC_10	OFC_10	8
808	Limbic	OFC_11	OFC_11	8
809	Limbic	OFC_12	OFC_12	8
810	Limbic	OFC_13	OFC_13	8
811	Limbic	OFC_14	OFC_14	8
812	Limbic	OFC_15	OFC_15	8
813	Limbic	OFC_16	OFC_16	8
814	Limbic	TempPole_1	TempPole_1	8
815	Limbic	TempPole_2	TempPole_2	8
816	Limbic	TempPole_3	TempPole_3	8
817	Limbic	TempPole_4	TempPole_4	8
818	Limbic	TempPole_5	TempPole_5	8
819	Limbic	TempPole_6	TempPole_6	8
820	Limbic	TempPole_7	TempPole_7	8
821	Limbic	TempPole_8	TempPole_8	8
822	Limbic	TempPole_9	TempPole_9	8
823	Limbic	TempPole_10	TempPole_10	8
824	Limbic	TempPole_11	TempPole_11	8
825	Limbic	TempPole_12	TempPole_12	8
826	Limbic	TempPole_13	TempPole_13	8
827	Limbic	TempPole_14	TempPole_14	8
828	Limbic	TempPole_15	TempPole_15	8
829	ContA	Temp_1	Temp_1	9
830	ContA	Temp_2	Temp_2	9
831	ContA	IPS_1	IPS_1	9
832	ContA	IPS_2	IPS_2	9
833	ContA	IPS_3	IPS_3	9
834	ContA	IPS_4	IPS_4	9
835	ContA	IPS_5	IPS_5	9
836	ContA	IPS_6	IPS_6	9
837	ContA	IPS_7	IPS_7	9
838	ContA	IPS_8	IPS_8	9
839	ContA	IPS_9	IPS_9	9
840	ContA	IPS_10	IPS_10	9
841	ContA	IPS_11	IPS_11	9
842	ContA	IPS_12	IPS_12	9
843	ContA	PFCd_1	PFCd_1	9
844	ContA	PFCl_1	PFCl_1	9
845	ContA	PFCl_2	PFCl_2	9
846	ContA	PFCl_3	PFCl_3	9
847	ContA	PFCl_4	PFCl_4	9
848	ContA	PFCl_5	PFCl_5	9
849	ContA	PFCl_6	PFCl_6	9
850	ContA	PFCl_7	PFCl_7	9
851	ContA	PFCl_8	PFCl_8	9
852	ContA	PFCl_9	PFCl_9	9
853	ContA	PFCl_10	PFCl_10	9
854	ContA	PFCl_11	PFCl_11	9
855	ContA	Cinga_1	Cinga_1	9
856	ContA	Cinga_2	Cinga_2	9
857	ContB	Temp_1	Temp_1	10
858	ContB	Temp_2	Temp_2	10
859	ContB	Temp_3	Temp_3	10
860	ContB	Temp_4	Temp_4	10
861	ContB	Temp_5	Temp_5	10
862	ContB	IPL_1	IPL_1	10
863	ContB	IPL_2	IPL_2	10
864	ContB	IPL_3	IPL_3	10
865	ContB	IPL_4	IPL_4	10
866	ContB	IPL_5	IPL_5	10
867	ContB	IPL_6	IPL_6	10
868	ContB	IPL_7	IPL_7	10
869	ContB	IPL_8	IPL_8	10
870	ContB	IPL_9	IPL_9	10
871	ContB	IPL_10	IPL_10	10
872	ContB	IPL_11	IPL_11	10
873	ContB	IPL_12	IPL_12	10
874	ContB	PFCld_1	PFCld_1	10
875	ContB	PFCld_2	PFCld_2	10
876	ContB	PFCld_3	PFCld_3	10
877	ContB	PFCld_4	PFCld_4	10
878	ContB	PFCld_5	PFCld_5	10
879	ContB	PFCld_6	PFCld_6	10
880	ContB	PFCld_7	PFCld_7	10
881	ContB	PFCld_8	PFCld_8	10
882	ContB	PFCld_9	PFCld_9	10
883	ContB	PFCld_10	PFCld_10	10
884	ContB	PFCld_11	PFCld_11	10
885	ContB	PFClv_1	PFClv_1	10
886	ContB	PFClv_2	PFClv_2	10
887	ContB	PFClv_3	PFClv_3	10
888	ContB	PFClv_4	PFClv_4	10
889	ContB	PFClv_5	PFClv_5	10
890	ContB	PFClv_6	PFClv_6	10
891	ContB	PFClv_7	PFClv_7	10
892	ContB	PFClv_8	PFClv_8	10
893	ContB	PFCmp_1	PFCmp_1	10
894	ContB	PFCmp_2	PFCmp_2	10
895	ContB	PFCmp_3	PFCmp_3	10
896	ContC	pCun_1	pCun_1	11
897	ContC	pCun_2	pCun_2	11
898	ContC	pCun_3	pCun_3	11
899	ContC	pCun_4	pCun_4	11
900	ContC	pCun_5	pCun_5	11
901	ContC	pCun_6	pCun_6	11
902	ContC	pCun_7	pCun_7	11
903	ContC	pCun_8	pCun_8	11
904	ContC	pCun_9	pCun_9	11
905	ContC	pCun_10	pCun_10	11
906	ContC	pCun_11	pCun_11	11
907	ContC	Cingp_1	Cingp_1	11
908	ContC	Cingp_2	Cingp_2	11
909	ContC	Cingp_3	Cingp_3	11
910	ContC	Cingp_4	Cingp_4	11
911	DefaultA	Temp_1	Temp_1	12
912	DefaultA	Temp_2	Temp_2	12
913	DefaultA	IPL_1	IPL_1	12
914	DefaultA	IPL_2	IPL_2	12
915	DefaultA	IPL_3	IPL_3	12
916	DefaultA	IPL_4	IPL_4	12
917	DefaultA	IPL_5	IPL_5	12
918	DefaultA	IPL_6	IPL_6	12
919	DefaultA	IPL_7	IPL_7	12
920	DefaultA	IPL_8	IPL_8	12
921	DefaultA	PFCd_1	PFCd_1	12
922	DefaultA	PFCd_2	PFCd_2	12
923	DefaultA	PFCd_3	PFCd_3	12
924	DefaultA	PFCd_4	PFCd_4	12
925	DefaultA	PFCd_5	PFCd_5	12
926	DefaultA	PCC_1	PCC_1	12
927	DefaultA	PCC_2	PCC_2	12
928	DefaultA	PCC_3	PCC_3	12
929	DefaultA	PCC_4	PCC_4	12
930	DefaultA	PCC_5	PCC_5	12
931	DefaultA	PCC_6	PCC_6	12
932	DefaultA	PCC_7	PCC_7	12
933	DefaultA	PCC_8	PCC_8	12
934	DefaultA	PCC_9	PCC_9	12
935	DefaultA	PCC_10	PCC_10	12
936	DefaultA	PCC_11	PCC_11	12
937	DefaultA	PCC_12	PCC_12	12
938	DefaultA	PFCm_1	PFCm_1	12
939	DefaultA	PFCm_2	PFCm_2	12
940	DefaultA	PFCm_3	PFCm_3	12
941	DefaultA	PFCm_4	PFCm_4	12
942	DefaultA	PFCm_5	PFCm_5	12
943	DefaultA	PFCm_6	PFCm_6	12
944	DefaultA	PFCm_7	PFCm_7	12
945	DefaultA	PFCm_8	PFCm_8	12
946	DefaultA	PFCm_9	PFCm_9	12
947	DefaultA	PFCm_10	PFCm_10	12
948	DefaultB	Temp_1	Temp_1	13
949	DefaultB	Temp_2	Temp_2	13
950	DefaultB	Temp_3	Temp_3	13
951	DefaultB	AntTemp_1	AntTemp_1	13
952	DefaultB	AntTemp_2	AntTemp_2	13
953	DefaultB	AntTemp_3	AntTemp_3	13
954	DefaultB	AntTemp_4	AntTemp_4	13
955	DefaultB	PFCd_1	PFCd_1	13
956	DefaultB	PFCd_2	PFCd_2	13
957	DefaultB	PFCd_3	PFCd_3	13
958	DefaultB	PFCd_4	PFCd_4	13
959	DefaultB	PFCd_5	PFCd_5	13
960	DefaultB	PFCd_6	PFCd_6	13
961	DefaultB	PFCd_7	PFCd_7	13
962	DefaultB	PFCd_8	PFCd_8	13
963	DefaultB	PFCv_1	PFCv_1	13
964	DefaultB	PFCv_2	PFCv_2	13
965	DefaultB	PFCv_3	PFCv_3	13
966	DefaultB	PFCv_4	PFCv_4	13
967	DefaultB	PFCv_5	PFCv_5	13
968	DefaultB	PFCv_6	PFCv_6	13
969	DefaultC	IPL_1	IPL_1	14
970	DefaultC	IPL_2	IPL_2	14
971	DefaultC	Rsp_1	Rsp_1	14
972	DefaultC	Rsp_2	Rsp_2	14
973	DefaultC	Rsp_3	Rsp_3	14
974	DefaultC	Rsp_4	Rsp_4	14
975	DefaultC	PHC_1	PHC_1	14
976	DefaultC	PHC_2	PHC_2	14
977	DefaultC	PHC_3	PHC_3	14
978	DefaultC	PHC_4	PHC_4	14
979	TempPar	1	1	15
980	TempPar	2	2	15
981	TempPar	3	3	15
982	TempPar	4	4	15
983	TempPar	5	5	15
984	TempPar	6	6	15
985	TempPar	7	7	15
986	TempPar	8	8	15
987	TempPar	9	9	15
988	TempPar	10	10	15
989	TempPar	11	11	15
990	TempPar	12	12	15
991	TempPar	13	13	15
992	TempPar	14	14	15
993	TempPar	15	15	15
994	TempPar	16	16	15
995	TempPar	17	17	15
996	TempPar	18	18	15
997	TempPar	19	19	15
998	TempPar	20	20	15
999	TempPar	21	21	15
1000	TempPar	22	22	15
